ID;WORD;VOCALIZED;WORD_TYPE;SYNO_SET;SYNO_SET_VOCALIZED
4101;حسر;حَسَرَ;فعل;"كشف;انكشف;تعب;ضعف";"كَشَفَ;اِنْكَشَفَ;تَعِبَ;ضَعُفَ"
4102;حسرة;حَسْرَة;مصدر;"تلهّف;حزن;ندم;";"تَلَهُّف;حُزْن;نَدَم;"
4103;حسن;حَسَن;اسم;"جميل;جيّد";"جَمِيل;جَيِّد"
4104;حسن;حَسَّنَ;فعل;"جمّل;زيّن";"جَمَّلَ;زَيَّنَ"
4105;حسن;حَسُنَ;فعل;"جمل;ازدان";"جَمُلَ;اِزْدَانَ"
4106;حسن;حُسْن;اسم;"جمال";"جَمَال"
4107;حسنى;حُسْنَى;اسم;"لطف;معاملة-حسنة-";"لُطْف;مُعَامَلَة-حَسَنَة-"
4108;حسناء;حَسْنَاء;اسم;"جميلة";"جَمِيلَة"
4109;حسنة;حَسَنَة;اسم;"عمل-حسن-;معروف";"عَمَل-حَسَن-;مَعْرُوف"
4110;حسود;حَسُود;اسم;"حاسد";"حَاسِد"
4111;حسيب;حَسِيب;اسم;"أصيل;شريف";"أَصِيل;شَرِيف"
4112;حشد;حَشْد;اسم;"جمع;";"جَمْع;"
4113;حشد;حَشَّدَ;فعل;"جمع;";"جَمَعَ;"
4114;حشمة;حِشْمَة;اسم;"حياء;";"حَيَاء;"
4115;حشيم;حَشِيم;مصدر;"محتشم;حييّ";"مُحْتَشِم;حَيِيّ"
4116;حصاد;حَصَاد;مصدر;"حصد;زرع-محصود-";"حَصْد;زَرْع-مَحْصُود-"
4117;حصان-من النساء-;حَصَانُ-من النِساء-;مصدر;"عفيفة;";"عَفِيفَة;"
4118;حصانة ;حَصَانَة ;مصدر;"مناعة;";"مَنَاعَة;"
4119;حصحص;حَصْحَصَ;فعل;"وضح;ظهر";"وَضُحَ;ظَهَرَ"
4120;حصد;حَصْد;مصدر;"قطع;";"قَطْع;"
4121;حصد;حَصَدَ;فعل;"قطع;";"قَطَعَ;"
4122;حصيدة;حَصِيدَة;مصدر;"زرع-محصود-;حصاد";"زَرْع-مَحْصُود-;حَصَاد"
4123;حصين;حَصِين;اسم;"منيع;محكم";"مَنِيع;مُحْكَم"
4124;حضر-المجلس-;حَضرَ-المَجْلِس-;فعل;"شهد(ه);";"شَهِدَ(ه);"
4125;حضري;حَضَرِيّ;اسم;"ساكن-المدن و القرى-;";"سَاكِن-المُدُن و القُرى-;"
4126;حضور;حُضُور;مصدر;"مجيء;";"مَجِيء;"
4127;حضيض;حَضِيض;اسم;"سافل;";"سَافِل;"
4128;حط;حَطَّ;فعل;"هبط";"هَبَطَ"
4129;حط-الحمل-;حَطَّ-الحِمْلَ-;فعل;"أنزل";"أَنْزَلَ"
4130;حط-الشيء-;حَطَّ-الشيء-;فعل;"ترك";"تَرَكَ"
4131;حفا;حَفَا;فعل;"قصّر";"قَصَّرَ"
4132;حفا(ه);حَفَا(ه);فعل;"أكرم(ه);أعطى(ه)";"أَكْرَمَ(ه);أَعْطَى(ه)"
4133;حفاوة;حَفَاوَة;مصدر;"اهتمام-بالآخرين-;إكرام(هم)";"اِهْتِمَام-بالآخَرِين-;إِكْرَام(هم)"
4134;حفظ;حَفِظَ;فعل;"حرس;عني;صان;";"حَرَسَ;عُنِيَ;صَانَ;"
4135;حفظ-الكلام-;حَفِظَ-الكَلامَ-;فعل;"وعى(ه)";"وَعَى(ه)"
4136;حفظ;حِفْظ;مصدر;"حراسة;عناية;صيانة;وعي";"حِرَاسَة;عِنَايَة;صِيَانَة;وَعْي"
4137;حفظ-العهد-;حَفِظَ-العَهْدَ-;فعل;"بقي-عليه-;صان(ه)";"بَقِيَ-عَلَيْهِ-;صَانَ(ه)"
4138;حفل;حَفْل;اسم;"جمع";"جَمْع"
4139;حفل;حَفَلَ;فعل;"عني;بالى;اهتم;";"عُنِيَ;بَالَى;اِهْتَمَ;"
4140;حفل;حَفَّلَ;فعل;"زيّن;جمع";"زَيَّنَ;جَمَعَ"
4141;حفل-الضرع-;حَفَلَ-الضَّرْعُ-;فعل;"امتلأ(لبنا)";"اِمْتَلأَ(لَبَنًا)"
4142;حفل(القوم);حَفَلَ(القَومُ);فعل;"احتشد;تجمّع";"اِحْتَشَدَ;تَجَمَّعَ"
4143;حفل;حَفَلَ;فعل;"امتلأ";"اِمْتَلأَ"
4144;حفو;حَفْو;مصدر;"إكرام;إعطاء;قصّ;";"إِكْرَام;إِعْطَاء;قَصّ;"
4145;حفي;حَفِيَ;فعل;"سرّ;أكرم;حفل;";"سُرَّ;أَكْرَمَ;حَفِلَ;"
4146;حفيد;حَفِيد;اسم;"ولد-الولد-";"وَلَدُ-الوَلَد-"
4147;حق;حَقّ;اسم;"صواب;يقين;حظّ;نصيب";"صَوَاب;يَقِين;حَظّ;نَصِيب"
4148;حقارة;حَقَارَة;اسم;"هوان;ذلّ;دناءة;";"هَوَان;ذُلّ;دَنَاءَة;"
4149;حقد;حَقَدَ;فعل;"عادى;أبغض;نقم;";"عَادَى;أَبْغَضَ;نَقَمَ;"
4150;حقد;حِقْد;مصدر;"عداوة;بغض;نقمة;";"عَدَاوَة;بُغْض;نَقْمَة;"
4151;حقر;حَقَّرَ;فعل;"أذلّ;صغّر";"أَذَلَّ;صَغَّرَ"
4152;حقر;حَقُرَ;فعل;"ذلّ;صغر";"ذَلَّ;صَغُرَ"
4153;حقود;حَقُود;اسم;"معادي;مبغض;ناقم;";"مُعَادِي;مُبْغِض;نَاقِم;"
4154;حقير;حَقِير;اسم;"ذليل;صغير;دنيء;";"ذَلِيل;صَغِير;دَنِيء;"
4155;حقيق;حَقِيق;اسم;"جدير;خليق;حريص;";"جَدِير;خَلِيق;حَرِيص;"
4156;حكى;حَكَى;فعل;"أورد;سرد";"أَوْرَدَ;سَرَدَ"
4157;حكى-الشيء-;حَكَى-الشيء-;فعل;"شابه;ماثل";"شَابَهَ;مَاثَلَ"
4158;حكم;حَكَمَ;فعل;"قضى;فصل";"قَضَى;فَصَلَ"
4159;حكيم;حَكِيم;اسم;"خبير;عالم";"خَبِير;عَالِم"
4160;حل;حَلَّ;فعل;"أبيح;جاز";"أُبِيحَ;جَازَ"
4161;حل-الإزار-;حَلَّ-الإزَارَ-;فعل;"فكّ";"فَكَّ"
4162;حل-الجامد-;حَلَّ-الجَامِدَ-;فعل;"أذاب";"أَذَابَ"
4163;حل-بالمكان-;حَلَّ-بالمكانِ-;فعل;"نزل";"نَزَلَ"
4164;حل;حِلّ;مصدر;"إباحة;جواز";"إِبَاحَة;جَوَاز"
4165;حلا;حَلاَ;فعل;"لذّ;طاب";"لَذَّ;طَابَ"
4166;حلى;حَلَّى;فعل;"زينّ;جمّل";"زَيَنَّ;جَمَّلَ"
4167;حلال;حَلاَل;مصدر;"مباح;جائز";"مُبَاح;جَائِز"
4168;حلاوة;حَلاَوَة;اسم;"طعم-حلو-";"طَعْم-حُلْو-"
4169;حلحلة;حَلْحَلَة;مصدر;"تحريك";"تَحْرِيك"
4170;حلق;حَلَّقَ;فعل;"ارتفع;استدار-في السماء-;حوّم;";"اِرْتَفَعَ;اِسْتَدَار-في السَمَاءِ-;حَوَّمَ;"
4171;حلق-الوعاء-;حَلَّقَ-الوِعَاءُ-;فعل;"امتلأ";"اِمْتَلأَ"
4172;حلق;حَلِق;فعل;"أجرد";"أَجْرَد"
4173;حلكة;حُلْكَة;اسم;"شدّة-السّواد-";"شِدَّة-السَّوَاد-"
4174;حلل;حَلَّلَ;فعل;"أباح;أجاز;حلّ;فكّ";"أَبَاحَ;أَجَازَ;حَلَّ;فَكَّ"
4175;حلم;حَلُمَ;فعل;"صبر;عقل;عفا;";"صَبَرَ;عَقِلَ;عَفَا;"
4176;حلم;حِلْم;مصدر;"صبر;أناة;عقل;عفو";"صَبْر;أَنَاة;عَقْل;عَفْو"
4177;حلو;حُلْو;اسم;"جميل;طيّب;لذيذ";"جَمِيل;طَيِّب;لَذِيذ"
4178;حليم;حَلِيم;اسم;"صبور;ذو حلم";"صَبُور;ذُو حِلْم"
4179;حماد;حَمّاد;اسم;"شكور";"شَكُور"
4180;حماس;حَمَاس;مصدر;"شدّة;منع;محاربة";"شِدّة;مَنع;مُحَارَبَة"
4181;حماسة;حَمَاسَة;اسم;"شدّة;حيوية;محاربة";"شِدّة;حَيَوِيَة;مُحَارَبَة"
4182;حماقة;حَمَاقَة;اسم;"فساد-العقل-;غباء";"فَسَادُ-العَقْلِ-;غَبَاء"
4183;حمام;حِمَام;اسم;"موت;ردى";"مَوْت;رَدَى"
4184;حمد;حَمْد;مصدر;"شكر";"شُكْر"
4185;حمد;حَمَدَ;فعل;"شكر;أثنى-على-";"شَكَرَ;أَثْنَى-عَلَى-"
4186;حمس;حَمُسَ;فعل;"شجع";"شَجُعَ"
4187;حمس;حَمِس;اسم;"شجاع;صلب";"شُجَاع;صَلْب"
4188;حمق;حَمُقَ;فعل;"قلّ-عقله-;غبي";"قَلَّ-عَقْلُه-;غَبِيَ"
4189;حمق;حَمِق;اسم;"أحمق;غبي";"أَحْمَق;غَبِي"
4190;حمق;حُمْق;اسم;"قلّة-العقل-;غباء";"قِلَّةُ-العَقْل-;غَبَاء"
4191;حمي;حَمِيَ;فعل;"سخن";"سَخَنَ"
4192;حميم;حَمِيم;اسم;"حارّ";"حَارّ"
4193;حنث;حَنِثَ;فعل;"لم-يف-;أخلف;";"لَم-يَفِ-;أَخْلَفَ;"
4194;حنث;حِنْث;اسم;"عدم -الوفاء-;إخلاف;";"عَدَم -الوَفَاء-;إِخْلاَف;"
4195;حنظل;حَنْظَل;اسم;"مرّ";"مُرّ"
4196;حنق;حَنِقَ;فعل;"غضب;اغتاظ;";"غَضِبَ;اِغْتَاظَ;"
4197;حنق;حَنْق;اسم;"غضب;غيظ;";"غَضَب;غَيْظ;"
4198;حنق;حَنِقَ;اسم;"شديد-الغضب-;مغتاظ;";"شَدِيد-الغَضَب-;مُغْتَاظ;"
4199;حوشي;حُوشِيّ;اسم;"غريب;وحشيّ;غامض";"غَرِيب;وَحْشِيّ;غَامِض"
4200;حول;حَوَّلَ;فعل;"نقل;أزال;";"نَقَلَ;أَزَالَ;"
4201;حي;حَيّ;اسم;"عائش";"عائِش"
4202;حياء;حَيَاء;اسم;"استحياء;احتشام;خجل";"اِسْتِحْيَاء;اِحْتِشَام;خَجَل"
4203;حيال;حِيَالَ;اسم;"قبالة;إزاء;";"قُبَالَة;إِزَاءَ;"
4204;حيد;حِيْدَ;اسم;"مثل;نظير;";"مِثْلَ;نَظِيرَ;"
4205;حيرة;حَيْرَة;اسم;"تردّد";"تَرَدُّد"
4206;حيز;حَيِّز;اسم;"مكان";"مَكَان"
4207;حيف;حَيْف;مصدر;"ظلم";"ظُلْم"
4208;حيي;حَيِيَ;فعل;"عاش";"عَاشَ"
4209;حيي;حَيِيّ;اسم;"ذوحياء;خجول;";"ذُوحَيَاء;خَجُول;"
4210;خائب;خَائِب;اسم;"مخفق";"مُخْفِق"
4211;خائف;خَائِف;فعل;"وجل";"وَجِل"
4212;خائن;خَائِن;فعل;"غادر";"غَادِر"
4213;خاب-أمله-;خَابَ-أَمَلُه-;فعل;"انقطع";"اِنْقَطَعَ"
4214;خاتل;خَاتِل;اسم;"خدّاع";"خَدَّاع"
4215;خاتمة;خَاتِمَة;مصدر;"عاقبة;آخر;";"عَاقِبَة;آخِر;"
4216;خادر;خَادِر;اسم;"فاتر;كسلان;";"فَاتِر;كَسْلاَن;"
4217;خاذل;خَاذِل;اسم;"مخيّب;متخلّي;";"مُخَيِّب;مُتَخَلّي;"
4218;خار;خَارَ;فعل;"سقط;تلاشى;";"سَقَطَ;تَلاَشَى;"
4219;خارج;خَارِج;اسم;"ظاهر";"ظَاهِر"
4220;خاسر;خَاسِر;اسم;"هالك;ضالّ;مضيّع";"هَالِك;ضَالّ;مُضَيِّع"
4221;خاشع;خَاشِع;اسم;"راكع;خاضع;";"رَاكِع;خَاضِع;"
4222;خاصة-من القوم-;خَاصّة-من القَوم-;مصدر;"أعيان;أكابر;";"أَعْيَان;أَكَابِر;"
4223;خاصم;خَاصَم;فعل;"نازع;جادل;عادى";"نَازَعَ;جَادَلَ;عَادَى"
4224;خاضع;خَاضِع;اسم;"مطيع;مستسلم";"مُطِيع;مُسْتَسْلِم"
4225;خاطئ;خَاطِئ;اسم;"مذنب;بعيد-عن الصواب-";"مُذْنِب;بَعِيد-عَنِ الصَوَاب-"
4226;خاف;خَافَ;فعل;"فزع;وجل;خشي;حذر";"فَزَعَ;وَجِلَ;خَشِيَ;حَذِرَ"
4227;خافت;خَافِت;اسم;"منخفض;مخفيّ;ضعيف;ساكن";"مُنْخَفِض;مَخْفِيّ;ضَعِيف;سَاكِن"
4228;خافي;خَافِي;اسم;"مستتر";"مُسْتَتِر"
4229;خالد;خَالِد;اسم;"باقي;دائم";"بَاقِي;دَائِم"
4230;خالف;خَالَف;فعل;"عارض;ضادّ";"عَارَضَ;ضَادَّ"
4231;خالي;خَالِي;اسم;"فارغ;خاوي";"فَارِغ;خَاوِي"
4232;خامد;خَامِد;اسم;"ساكن";"سَاكِن"
4233;خامل;خَامِل;اسم;"سافل;ساقط;متواني;";"سَافِل;سَاقِط;مُتَوَانِي;"
4234;خان;خَانَ;فعل;"غدر";"غَدَرَ"
4235;خانع;خَانِع;اسم;"خاضع;ذليل";"خَاضِع;ذَلِيل"
4236;خاوي;خَاوِي;اسم;"خالي";"خَالِي"
4237;خبأ;خَبَّأَ;فعل;"ستر;أخفى";"سَتَرَ;أَخْفَى"
4238;خبا;خَبَا;فعل;"خمد;سكن";"خَمَدَ;سَكَنَ"
4239;خبا-البرق-;خَبا-البَرْق-;فعل;"خمد;سكن";"خَمَدَ;سَكَنَ"
4240;خبر;خَبَر;اسم;"تجربة;امتحان;";"تَجْرُبَة;اِمْتِحَان;"
4241;خبر;خَبَرَ;فعل;"علم;جرّب;امتحن";"عَلِمَ;جَرَّبَ;اِمْتَحَنَ"
4242;خبرة;خِبْرَة;اسم;"علم;تجربة;امتحان";"عِلم;تَجْرُبَة;اِمْتِحَان"
4243;خبط;خَبْط;فعل;"ضرب-شديد-";"ضَرْب-شَدِيد-"
4244;خبط;خَبَطَ;فعل;"دقّ";"دَقَّ"
4245;خبو;خُبُوّ;مصدر;"خمود;سكون;";"خُمُود;سُكُون;"
4246;خبير;خَبِير;اسم;"عالم;فقيه;";"عَالِم;فَقِيه;"
4247;ختم;خَتَمَ;فعل;"أنهى";"أَنْهَى"
4248;ختم;خَتَمَ;فعل;"طبع";"طَبَعَ"
4249;ختول;خَتُول;اسم;"خدّاع";"خَدَّاع"
4250;خجل;خَجَل;مصدر;"استحياء;احتشام;";"اِسْتِحْيَاء;اِحْتِشَام;"
4251;خدش;خَدَشَ;فعل;"خمش;جرح;";"خَمَشَ;جَرَحَ;"
4252;خذل;خَذَلَ;فعل;"تخلّى";"تَخَلَّى"
4253;خذلان;خِذْلاَن;مصدر;"تخلّي";"تَخَلِّي"
4254;خراب;خَرَاب;اسم;"دمار";"دَمَار"
4255;خراص;خَرَّاص;اسم;"كذّاب";"كَذَّاب"
4256;خرب;خَرَّبَ;فعل;"هدّم";"هَدَّمَ"
4257;خرب;خَرِب;اسم;"مهدّم";"مُهَدَّم"
4258;خربة;خِرْبَة;اسم;"موضع-الخراب-";"مَوْضِع-الخَرَاب-"
4259;خرج;خَرَجَ;فعل;"برز";"بَرَزَ"
4260;خرج;خَرَّجَ;فعل;"فسّر;برهّن";"فَسَّرَ;بَرْهَّنَ"
4261;خرق;خَرَّقَ;فعل;"مزّق";"مَزَّقَ"
4262;خرق;خَرِقَ;فعل;"حمق;جهل";"حَمُقَ;جَهْل"
4263;خروج;خُرُوج;مصدر;"مغادرة";"مُغَادَرَة"
4264;خزر;خَزَرَ;فعل;"نظر";"نَظَرَ"
4265;خزر;خَزَّرَ;فعل;"ضيّق";"ضَيَّقَ"
4266;خزر;خَزَر;مصدر;"نظر;ضيق-العين-";"نَظَر;ضِيق-العَين-"
4267;خس;خَسَّ;فعل;"دنؤ;رذل;حقر;خفّ-وزنه-";"دَنُؤَ;رَذُلَ;حَقُرَ;خَفَّ-وَزْنُه-"
4268;خسارة;خَسَارَة;مصدر;"تضييع;فقدان";"تَضْيِيع;فُقْدَان"
4269;خساسة;خَسَاسَة;مصدر;"دناءة;رذالة;حقارة;";"دَنَاءَة;رَذَالَة;حَقَارَة;"
4270;خسس;خَسَّسَ;فعل;"قلّل";"قَلَّلَ"
4271;خسران;خُسْرَان;مصدر;"خسارة;تضييع";"خَسَارَة;تَضْيِيع"
4272;خسر;خَسِّرَ;فعل;"ضيع";"ضَيَعَ"
4273;خسيس;خَسِيس;اسم;"دنيء;حقير;رذيل";"دَنِيء;حَقِير;رَذِيل"
4274;خشن;خَشَّنَ;فعل;"أوغر";"أَوْغَرَ"
4275;خشن;خَشُنَ;فعل;"قسا;غلظ;";"قَسَا;غَلُظَ;"
4276;قاسي;قَاسِي;اسم;"غليظ";"غَلِيظ"
4277;خشونة;خُشُونَة;مصدر;"قساوة;غلظة;";"قَسَاوَة;غِلْظَة;"
4278;خشي;خَشِيَ;فعل;"خاف";"خَافَ"
4279;خشي;خَشِيَّ;اسم;"خائف";"خَائِف"
4280;خشية;خَشْيَة;اسم;"خوف";"خَوْف"
4281;خص;خَصَّ;فعل;"آثر;فضّل;افتقر";"آثَرَ;فَضَّلَ;اِفْتَقَر"
4282;خصاصة;خَصَاصَة;مصدر;"فقر";"فَقْر"
4283;خصاصة;خُصَاصَة;مصدر;"قليل";"قَلِيل"
4284;خصب;خَصِبَ;فعل;"كثر-النبات-";"كَثُرَ-النَبَات-"
4285;خصب;خِصْب;مصدر;"كثرة-النبات-";"كَثْرَة-النَبَات-"
4286;خصر;خَصِرَ;اسم;"بارد";"بَارِد"
4287;خصص;خَصَّصَ;فعل;"خصّ;آثر;فضّل";"خَصَّ;آثَرَ;فَضَّلَ"
4288;خصم;خَصْم;اسم;"منافس;مزاحم;معادي";"مُنَافِس;مُزَاحِم;مُعَادِي"
4289;خصوص;خُصُوص;مصدر;"انفراد";"اِنْفِرَاد"
4290;خصوصي;خُصُوصِيّ;مصدر;"خاصّ";"خَاصّ"
4291;خصومة;خُصُومَة;مصدر;"نزاع;عداوة";"نِزَاع;عَدَاوَة"
4292;خصيب;خَصِيب;اسم;"كثير-النبات-";"كَثير-النَبَات-"
4293;خصيم;خَصِيم;اسم;"منافس;مزاحم;معادي";"مُنَافِس;مُزَاحِم;مُعَادِي"
4294;خضب;خَضَبَ;فعل;"صبغ;لوّن";"صَبَغَ;لَوَّنَ"
4295;خضب;خَضْب;مصدر;"صبغ;تلوين";"صَبْغ;تَلْوِين"
4296;خضع;خَضَعَ;فعل;"ذلّ;انقاد;تواضع";"ذَلَّ;اِنْقَادَ;تَوَاضَعَ"
4297;خضوع;خُضُوع;مصدر;"ذلّ;انقياد;تواضع";"ذُلّ;اِنْقِيَاد;تَوَاضُع"
4298;خط;خَطَّ;فعل;"كتب";"كَتَبَ"
4299;خطأ;خَطَّأَ;فعل;"لم يستوصب";"لَم يَسْتَوْصِب"
4300;خطا;خَطَا;فعل;"مشى";"مَشَى"
4301;خطر;خَطَر;اسم;"شرف;رفعة";"شَرَف;رِِفْعَة"
4302;خطرف;خَطْرَفَ;فعل;"أسرع";"أَسْرَعَ"
4303;خطروف;خُطْرُوف;اسم;"سريع";"سَرِيع"
4304;خطريف;خِطْرِيف;اسم;"سريع";"سَرِيع"
4305;خطو;خَطْو;مصدر;"مشي";"مَشْي"
4306;خطيئة;خَطِيئَة;اسم;"ذنب;إثم";"ذَنْب;إِثْم"
4307;خطير;خَطِير;اسم;"رفيع";"رَفِيع"
4308;خف;خَفَّ;فعل;"أسرع";"أَسْرَعَ"
4309;خفى;خَفَى;فعل;"أظهر;ستر;كتم";"أَظْهَرَ;سَتَرَ;كَتَمَ"
4310;خفى(الشيء);خَفَى(الشَيءَ);فعل;"أظهر(ه);ستر(ه);كتم(ه)";"أَظْهَرَ(ه);سَتَرَ(ه);كَتَمَ(ه)"
4311;خفت;خَفْت;اسم;"خفض;إخفاء;ضعف;سكون;";"خَفْض;إِخْفَاء;ضُعف;سُكُون;"
4312;خفت;خَفَتَ;فعل;"خفض;أخفى";"خَفَضَ;أَخْفَى"
4313;خفة;خِفَّة;اسم;"قلّة-الثقل-;سرعة;طيش;حمق;غباوة";"قِلّة-الثِقَل-;سُرْعَة;طَيْش;حُمْق;غَبَاوَة"
4314;خفر;خَفَر;مصدر;"حماية;حراسة;حياء";"حِمَايَة;حِرَاسَة;حَيَاء"
4315;خفر;خَفَرَ;فعل;"حفظ";"حَفِظَ"
4316;خفض;خَفْض;مصدر;"وضع;حطّ";"وَضْع;حَطّ"
4317;خفض;خَفَضَ;فعل;"وضع;حطّ";"وَضَعَ;حَطَّ"
4318;خفض;خَفَّضَ;فعل;"قلّل";"قَلَّلَ"
4319;خفف;خَفَّفَ;فعل;"قلّل";"قَلَّلَ"
4320;خفق;خَفَقَ;فعل;"اضطرب;تحرّك";"اِضْطَرَبَ;تَحَرَّكَ"
4321;خفوت;خُفُوت;مصدر;"خفض;إخفاء;ضعف;سكون";"خَفْض;إِخْفَاء;ضُعْف;سُكُون"
4322;خفوق;خُفُوق;مصدر;"اضطراب;تحرّك";"اِضْطِرَاب;تَحَرُّك"
4323;خفي;خَفِيَ;فعل;"استتر";"اِسْتَتَرَ"
4324;خفي(الأمر);خَفِيَ(الأَمْرَ);فعل;"استتر";"اِسْتَتَرَ"
4325;خفيف;خَفِيف;اسم;"قليل-الثقل-";"قَلِيل-الثِقَل-"
4326;خلا;خَلاَ;فعل;"فرغ";"فَرُغَ"
4327;خلاص;خَلاَص;مصدر;"نجاة";"نَجَاة"
4328;خلاعة;خَلاَعَة;مصدر;"تهتّك;مجون;فجور;";"تَهَتُّك;مُجُون;فُجُور;"
4329;خلاف;خِلاَف;مصدر;"اختلاف;مخالفة;مضادّة;";"اِخْتَلاَف;مُخَالَفَة;مُضَادَّة;"
4330;خلد;خَلَدَ;فعل;"أقام-طويلا-";"أَقَامَ-طَوِيلاً-"
