ID;WORD;VOCALIZED;WORD_TYPE;PLURAL;PLURAL_VOCALIZED
6238;نحي ;نحي ;اسم; أنحاء; أنحاء
6239;منخاب ;منخاب ;اسم; مناخيب; مناخيب
6240;منخوب ;منخوب ;اسم; مناخيب; مناخيب
6241;نخيب ;نخيب ;اسم; نخب; نخب
6242;نخ ;نخ ;اسم; نخاخ; نخاخ
6243;سفينة ;سفينة ;اسم; نواخذة; نواخذة
6244;منخر ;منخر ;اسم; مناخر; مناخر
6245;منخور ;منخور ;اسم; مناخير; مناخير
6246;ناخر ;ناخر ;اسم; نخر; نخر
6247;نخروب ;نخروب ;اسم; نخاريب; نخاريب
6248;منخس ;منخس ;اسم; مناخس; مناخس
6249;نخاس ;نخاس ;اسم; نخس; نخس
6250;نخاف ;نخاف ;اسم; أنخفة; أنخفة
6251;منخل ;منخل ;اسم; مناخل; مناخل
6252;نخلة ;نخلة ;اسم; نخل; نخل
6253;نخيلة ;نخيلة ;اسم; نخائل; نخائل
6254;ندأة ;ندأة ;اسم; ندأ; ندأ
6255;نادبة ;نادبة ;اسم; نوادب; نوادب
6256;ندب ;ندب ;اسم; ندوب; ندوب
6257;ندب ;ندب ;اسم; ندوب; ندوب
6258;ندب ;ندب ;اسم; أنداب; أنداب
6259;مندوحة ;مندوحة ;اسم; مناديح; مناديح
6260;ند ;ند ;اسم; أنداد; أنداد
6261;نديد ;نديد ;اسم; ندداء; ندداء
6262;نديد ;نديد ;اسم; ندائد; ندائد
6263;نادرة ;نادرة ;اسم; نوادر; نوادر
6264;نادس ;نادس ;اسم; نوادس; نوادس
6265;ندس ;ندس ;اسم; ندسون; ندسون
6266;منداص ;منداص ;اسم; مناديص; مناديص
6267;مندل ;مندل ;اسم; منادل; منادل
6268;منديل ;منديل ;اسم; مناديل; مناديل
6269;نادل ;نادل ;اسم; ندل; ندل
6270;أمر ;أمر ;اسم; ندام; ندام
6271;أمر ;أمر ;اسم; نوادم; نوادم
6272;أمر ;أمر ;اسم; ندامى; ندامى
6273;نديم ;نديم ;اسم; ندام; ندام
6274;مندية ;مندية ;اسم; منديات; منديات
6275;نادي ;نادي ;اسم; أندية; أندية
6276;نادية ;نادية ;اسم; نواد; نواد
6277;ندى ;ندى ;اسم; أنداء; أنداء
6278;نذر ;نذر ;اسم; نذور; نذور
6279;نذير ;نذير ;اسم; نذر; نذر
6280;نذيرة ;نذيرة ;اسم; نذائر; نذائر
6281;منزاح ;منزاح ;اسم; منازيح; منازيح
6282;نزح ;نزح ;اسم; أنزاح; أنزاح
6283;نزوح ;نزوح ;اسم; نزح; نزح
6284;نزور ;نزور ;اسم; نزر; نزر
6285;نزير ;نزير ;اسم; نزر; نزر
6286;منزع ;منزع ;اسم; منازع; منازع
6287;نازع ;نازع ;اسم; نزعة; نزعة
6288;نازع ;نازع ;اسم; نازعات; نازعات
6289;نزوع ;نزوع ;اسم; نزع; نزع
6290;نزيع ;نزيع ;اسم; نزاع; نزاع
6291;نزيعة ;نزيعة ;اسم; نزائع; نزائع
6292;نازغ ;نازغ ;اسم; نزغ; نزغ
6293;نازغ ;نازغ ;اسم; نوازغ; نوازغ
6294;نازف ;نازف ;اسم; نزف; نزف
6295;نزفة ;نزفة ;اسم; نزف; نزف
6296;نزوف ;نزوف ;اسم; نزف; نزف
6297;منزل ;منزل ;اسم; منازل; منازل
6298;منزلة ;منزلة ;اسم; منازل; منازل
6299;نازلة ;نازلة ;اسم; نازلات; نازلات
6300;نزل ;نزل ;اسم; أنزال; أنزال
6301;نزلة ;نزلة ;اسم; نزلات; نزلات
6302;نزيل ;نزيل ;اسم; نزلاء; نزلاء
6303;منزه ;منزه ;اسم; منازه; منازه
6304;نازه ;نازه ;اسم; نزاه; نزاه
6305;نزه ;نزه ;اسم; نزاه; نزاه
6306;نازية ;نازية ;اسم; نواز; نواز
6307;نسب ;نسب ;اسم; أنساب; أنساب
6308;نسبة ;نسبة ;اسم; نسب; نسب
6309;نسيب ;نسيب ;اسم; نسباء; نسباء
6310;منسج ;منسج ;اسم; مناسج; مناسج
6311;نسيج ;نسيج ;اسم; نسج; نسج
6312;نسيج ;نسيج ;اسم; نسائج; نسائج
6313;ناسخ ;ناسخ ;اسم; نساخ; نساخ
6314;نسخة ;نسخة ;اسم; نسخ; نسخ
6315;منسر ;منسر ;اسم; مناسر; مناسر
6316;ناسور ;ناسور ;اسم; نواسير; نواسير
6317;نسيس ;نسيس ;اسم; نسس; نسس
6318;نسيسة ;نسيسة ;اسم; نسائس; نسائس
6319;نسع ;نسع ;اسم; أنساع; أنساع
6320;نسعة ;نسعة ;اسم; نسع; نسع
6321;ناسغ ;ناسغ ;اسم; نسغ; نسغ
6322;منسف ;منسف ;اسم; مناسف; مناسف
6323;نسفة ;نسفة ;اسم; نسف; نسف
6324;منسك ;منسك ;اسم; مناسك; مناسك
6325;ناسك ;ناسك ;اسم; نساك; نساك
6326;نسيكة ;نسيكة ;اسم; نسك; نسك
6327;ناسل ;ناسل ;اسم; نسل; نسل
6328;نسل ;نسل ;اسم; أنسال; أنسال
6329;نسم ;نسم ;اسم; أناسم; أناسم
6330;نسم ;نسم ;اسم; أنسام; أنسام
6331;نسمة ;نسمة ;اسم; نسم; نسم
6332;ذنب ;ذنب ;اسم; نسانيس; نسانيس
6333;نسا ;نسا ;اسم; أنساء; أنساء
6334;نسيء ;نسيء ;اسم; أنساء; أنساء
6335;منشأة ;منشأة ;اسم; منشآت; منشآت
6336;ناشئ ;ناشئ ;اسم; نشء; نشء
6337;ناشئة ;ناشئة ;اسم; نواشئ; نواشئ
6338;نشئ ;نشئ ;اسم; نشأ; نشأ
6339;ناشب ;ناشب ;اسم; نشابة; نشابة
6340;نشاب ;نشاب ;اسم; نشاشيب; نشاشيب
6341;نشاب ;نشاب ;اسم; نشابة; نشابة
6342;نشيج ;نشيج ;اسم; نشج; نشج
6343;نشوح ;نشوح ;اسم; نشح; نشح
6344;أنشودة ;أنشودة ;اسم; أناشيد; أناشيد
6345;نشيد ;نشيد ;اسم; أناشيد; أناشيد
6346;منشار ;منشار ;اسم; مناشير; مناشير
6347;ناشرة ;ناشرة ;اسم; نواشر; نواشر
6348;نشز ;نشز ;اسم; نشوز; نشوز
6349;نشز ;نشز ;اسم; أنشاز; أنشاز
6350;نشاص ;نشاص ;اسم; نشص; نشص
6351;أنشوطة ;أنشوطة ;اسم; أناشيط; أناشيط
6352;ناشط ;ناشط ;اسم; نشط; نشط
6353;ناشغة ;ناشغة ;اسم; نواشغ; نواشغ
6354;نشغة ;نشغة ;اسم; نشغات; نشغات
6355;نشف ;نشف ;اسم; نشاف; نشاف
6356;منشق ;منشق ;اسم; مناشق; مناشق
6357;نشقة ;نشقة ;اسم; نشق; نشق
6358;منشال ;منشال ;اسم; مناشيل; مناشيل
6359;نشاة ;نشاة ;اسم; نشا; نشا
6360;نشوان ;نشوان ;اسم; نشاوى; نشاوى
6361;أنصوبة ;أنصوبة ;اسم; أناصيب; أناصيب
6362;منصب ;منصب ;اسم; مناصب; مناصب
6363;منصب ;منصب ;اسم; مناصب; مناصب
6364;ناصب ;ناصب ;اسم; نواصب; نواصب
6365;نصاب ;نصاب ;اسم; نصب; نصب
6366;نصب ;نصب ;اسم; أنصاب; أنصاب
6367;نصب ;نصب ;اسم; أنصاب; أنصاب
6368;نصب ;نصب ;اسم; أنصاب; أنصاب
6369;نصيب ;نصيب ;اسم; أنصباء; أنصباء
6370;نصيبة ;نصيبة ;اسم; نصائب; نصائب
6371;نصاح ;نصاح ;اسم; نصح; نصح
6372;نصيح ;نصيح ;اسم; نصحاء; نصحاء
6373;نصيحة ;نصيحة ;اسم; نصائح; نصائح
6374;ناصر ;ناصر ;اسم; نواصر; نواصر
6375;ناصور ;ناصور ;اسم; نواصير; نواصير
6376;نصراني ;نصراني ;اسم; نصارى; نصارى
6377;نصير ;نصير ;اسم; أنصار; أنصار
6378;نصيرة ;نصيرة ;اسم; نصائر; نصائر
6379;منصة ;منصة ;اسم; مناص; مناص
6380;نص ;نص ;اسم; نصوص; نصوص
6381;نصة ;نصة ;اسم; نصص; نصص
6382;نصع ;نصع ;اسم; أنصاع; أنصاع
6383;ناصف ;ناصف ;اسم; نصاف; نصاف
6384;ناصفة ;ناصفة ;اسم; نواصف; نواصف
6385;نصف ;نصف ;اسم; أنصاف; أنصاف
6386;نصف ;نصف ;اسم; أنصاف; أنصاف
6387;نصف ;نصف ;اسم; أنصاف; أنصاف
6388;نصيف ;نصيف ;اسم; أنصفة; أنصفة
6389;نصيف ;نصيف ;اسم; نصفاء; نصفاء
6390;أنصولة ;أنصولة ;اسم; أناصيل; أناصيل
6391;منصل ;منصل ;اسم; مناصل; مناصل
6392;نصل ;نصل ;اسم; نصال; نصال
6393;نصيل ;نصيل ;اسم; نصل; نصل
6394;ناصية ;ناصية ;اسم; نواص; نواص
6395;نصية ;نصية ;اسم; نصي; نصي
6396;منضحة ;منضحة ;اسم; مناضح; مناضح
6397;ناضح ;ناضح ;اسم; نواضح; نواضح
6398;نضح ;نضح ;اسم; نضوح; نضوح
6399;نضح ;نضح ;اسم; نضوح; نضوح
6400;نضحة ;نضحة ;اسم; نضحات; نضحات
6401;نضيح ;نضيح ;اسم; نضح; نضح
6402;منضخة ;منضخة ;اسم; مناضخ; مناضخ
6403;منضدة ;منضدة ;اسم; مناضد; مناضد
6404;نضد ;نضد ;اسم; أنضاد; أنضاد
6405;نضيدة ;نضيدة ;اسم; نضائد; نضائد
6406;نضر ;نضر ;اسم; نضار; نضار
6407;نضاضة ;نضاضة ;اسم; نضاض; نضاض
6408;نضيض ;نضيض ;اسم; نضاض; نضاض
6409;نضيضة ;نضيضة ;اسم; نضائض; نضائض
6410;نضو ;نضو ;اسم; أنضاء; أنضاء
6411;نضي ;نضي ;اسم; أنضية; أنضية
6412;ناطحة ;ناطحة ;اسم; نواطح; نواطح
6413;نطيح ;نطيح ;اسم; نطح; نطح
6414;نطيحة ;نطيحة ;اسم; نطحى; نطحى
6415;ناطر ;ناطر ;اسم; نطار; نطار
6416;ناطور ;ناطور ;اسم; نواطير; نواطير
6417;أنط ;أنط ;اسم; نط; نط
6418;نطع ;نطع ;اسم; أنطاع; أنطاع
6419;نطع ;نطع ;اسم; نطوع; نطوع
6420;نطفة ;نطفة ;اسم; نطاف; نطاف
6421;نطفة ;نطفة ;اسم; نطف; نطف
6422;نطفة ;نطفة ;اسم; نطف; نطف
6423;منطق ;منطق ;اسم; مناطق; مناطق
6424;منطقة ;منطقة ;اسم; مناطق; مناطق
6425;نطاق ;نطاق ;اسم; نطق; نطق
6426;منطلة ;منطلة ;اسم; مناطل; مناطل
6427;ناطل ;ناطل ;اسم; نواطل; نواطل
6428;نيطل ;نيطل ;اسم; نياطل; نياطل
6429;نطناط ;نطناط ;اسم; نطانط; نطانط
6430;نطنط ;نطنط ;اسم; نطانط; نطانط
6431;منظر ;منظر ;اسم; مناظر; مناظر
6432;ناظر ;ناظر ;اسم; نظارة; نظارة
6433;ناظر ;ناظر ;اسم; نواظر; نواظر
6434;ناظر ;ناظر ;اسم; نظار; نظار
6435;ناظرة ;ناظرة ;اسم; نواظر; نواظر
6436;نظرية ;نظرية ;اسم; نظريات; نظريات
6437;نظير ;نظير ;اسم; نظراء; نظراء
6438;نظيرة ;نظيرة ;اسم; نظائر; نظائر
6439;إنظام ;إنظام ;اسم; أناظيم; أناظيم
6440;أنظومة ;أنظومة ;اسم; أناظيم; أناظيم
6441;نظام ;نظام ;اسم; نظم; نظم
6442;نظيم ;نظيم ;اسم; نظم; نظم
6443;نظيمة ;نظيمة ;اسم; نظائم; نظائم
6444;نعوب ;نعوب ;اسم; نعب; نعب
6445;منعت ;منعت ;اسم; مناعت; مناعت
6446;نعت ;نعت ;اسم; نعوت; نعوت
6447;نعجة ;نعجة ;اسم; نعاج; نعاج
6448;ناعور ;ناعور ;اسم; نواعير; نواعير
6449;ناعورة ;ناعورة ;اسم; نواعير; نواعير
6450;نعرة ;نعرة ;اسم; نعر; نعر
6451;نعف ;نعف ;اسم; نعاف; نعاف
6452;نعل ;نعل ;اسم; نعال; نعال
6453;نعل ;نعل ;اسم; نعال; نعال
6454;نعامة ;نعامة ;اسم; نعام; نعام
6455;نعم ;نعم ;اسم; أنعام; أنعام
6456;نعماء ;نعماء ;اسم; أنعم; أنعم
6457;حسنة ;حسنة ;اسم; نعم; نعم
6458;نعنع ;نعنع ;اسم; نعانع; نعانع
6459;منعى ;منعى ;اسم; مناع; مناع
6460;ناعي ;ناعي ;اسم; ناعون; ناعون
6461;نعي ;نعي ;اسم; نعايا; نعايا
6462;نغبة ;نغبة ;اسم; نغب; نغب
6463;نغر ;نغر ;اسم; نغران; نغران
6464;نغمة ;نغمة ;اسم; أنغام; أنغام
6465;نغمة ;نغمة ;اسم; نغم; نغم
6466;نغنغ ;نغنغ ;اسم; نغانغ; نغانغ
6467;نفثة ;نفثة ;اسم; نفثات; نفثات
6468;منفج ;منفج ;اسم; منافج; منافج
6469;نافجة ;نافجة ;اسم; نوافج; نوافج
6470;نفيج ;نفيج ;اسم; نفج; نفج
6471;نفيجة ;نفيجة ;اسم; نفائج; نفائج
6472;إنفحة ;إنفحة ;اسم; أنافح; أنافح
6473;منفحة ;منفحة ;اسم; منافح; منافح
6474;منفاخ ;منفاخ ;اسم; منافيخ; منافيخ
6475;منفخ ;منفخ ;اسم; منافخ; منافخ
6476;نفخاء ;نفخاء ;اسم; نفاخى; نفاخى
6477;نفيخ ;نفيخ ;اسم; نفخاء; نفخاء
6478;منفذ ;منفذ ;اسم; منافذ; منافذ
6479;نافذ ;نافذ ;اسم; نوافذ; نوافذ
6480;نافذة ;نافذة ;اسم; نوافذ; نوافذ
6481;نفذة ;نفذة ;اسم; نفذ; نفذ
6482;نافر ;نافر ;اسم; نفر; نفر
6483;نفر ;نفر ;اسم; أنفار; أنفار
6484;نفرور ;نفرور ;اسم; نفارير; نفارير
6485;نفس ;نفس ;اسم; أنفس; أنفس
6486;نفس ;نفس ;اسم; أنفاس; أنفاس
6487;نفصة ;نفصة ;اسم; نفص; نفص
6488;أنفوضة ;أنفوضة ;اسم; أنافيض; أنافيض
6489;نافض ;نافض ;اسم; نفضة; نفضة
6490;نفاض ;نفاض ;اسم; نفض; نفض
6491;نفيضة ;نفيضة ;اسم; نفائض; نفائض
6492;نافطة ;نافطة ;اسم; نوافط; نوافط
6493;نفاط ;نفاط ;اسم; نفاطة; نفاطة
6494;منفعة ;منفعة ;اسم; منافع; منافع
6495;نفعة ;نفعة ;اسم; نفعات; نفعات
6496;نفي ;نفي ;اسم; نفافي; نفافي
6497;نافقاء ;نافقاء ;اسم; نوافق; نوافق
6498;نفق ;نفق ;اسم; أنفاق; أنفاق
6499;نفقة ;نفقة ;اسم; نفقات; نفقات
6500;نافلة ;نافلة ;اسم; نوافل; نوافل
6501;نفل ;نفل ;اسم; أنفال; أنفال
6502;نفنف ;نفنف ;اسم; نفانف; نفانف
6503;منفى ;منفى ;اسم; مناف; مناف
6504;نفية ;نفية ;اسم; نفى; نفى
6505;منقبة ;منقبة ;اسم; مناقب; مناقب
6506;نقب ;نقب ;اسم; أنقاب; أنقاب
6507;نقبة ;نقبة ;اسم; نقب; نقب
6508;نقبة ;نقبة ;اسم; نقب; نقب
6509;نقيب ;نقيب ;اسم; نقباء; نقباء
6510;منقدة ;منقدة ;اسم; مناقد; مناقد
6511;ناقد ;ناقد ;اسم; نقاد; نقاد
6512;نقد ;نقد ;اسم; نقود; نقود
6513;نقد ;نقد ;اسم; نقاد; نقاد
6514;نقيذ ;نقيذ ;اسم; نقائذ; نقائذ
6515;نقيذة ;نقيذة ;اسم; نقائذ; نقائذ
6516;منقار ;منقار ;اسم; مناقير; مناقير
6517;منقر ;منقر ;اسم; مناقر; مناقر
6518;منقر ;منقر ;اسم; مناقير; مناقير
6519;ناقر ;ناقر ;اسم; نواقر; نواقر
6520;ناقرة ;ناقرة ;اسم; نواقر; نواقر
6521;ناقور ;ناقور ;اسم; نواقير; نواقير
6522;نقرة ;نقرة ;اسم; نقر; نقر
6523;نقرة ;نقرة ;اسم; نقار; نقار
6524;نقير ;نقير ;اسم; أنقرة; أنقرة
6525;نقريس ;نقريس ;اسم; نقاريس; نقاريس
6526;ناقزة ;ناقزة ;اسم; نواقز; نواقز
6527;نقاز ;نقاز ;اسم; نقاقيز; نقاقيز
6528;ناقوس ;ناقوس ;اسم; نواقيس; نواقيس
6529;نقس ;نقس ;اسم; نقس; نقس
6530;نقس ;نقس ;اسم; أنقاس; أنقاس
6531;منقاش ;منقاش ;اسم; مناقيش; مناقيش
6532;نقش ;نقش ;اسم; نقوش; نقوش
6533;منقصة ;منقصة ;اسم; مناقص; مناقص
6534;نقيصة ;نقيصة ;اسم; نقائص; نقائص
6535;نقض ;نقض ;اسم; أنقاض; أنقاض
6536;نقيضة ;نقيضة ;اسم; نقائض; نقائض
6537;منقع ;منقع ;اسم; مناقع; مناقع
6538;منقع ;منقع ;اسم; مناقع; مناقع
6539;نقع ;نقع ;اسم; نقاع; نقاع
6540;نقع ;نقع ;اسم; نقاع; نقاع
6541;نقيع ;نقيع ;اسم; أنقعة; أنقعة
6542;نقيعة ;نقيعة ;اسم; نقائع; نقائع
6543;منقاف ;منقاف ;اسم; مناقيف; مناقيف
6544;نقيف ;نقيف ;اسم; نقف; نقف
6545;نقوق ;نقوق ;اسم; نقق; نقق
6546;منقلة ;منقلة ;اسم; مناقل; مناقل
6547;منقلة ;منقلة ;اسم; مناقل; مناقل
6548;ناقلة ;ناقلة ;اسم; نواقل; نواقل
6549;نقل ;نقل ;اسم; أنقال; أنقال
6550;نقلة ;نقلة ;اسم; نقل; نقل
6551;نقلة ;نقلة ;اسم; نقل; نقل
6552;نقيلة ;نقيلة ;اسم; نقائل; نقائل
6553;نقمة ;نقمة ;اسم; نقم; نقم
6554;نقنق ;نقنق ;اسم; نقانق; نقانق
6555;نقنيق ;نقنيق ;اسم; نقانيق; نقانيق
6556;منقية ;منقية ;اسم; مناق; مناق
6557;نقا ;نقا ;اسم; أنقاء; أنقاء
6558;نقاواة ;نقاواة ;اسم; نقاوى; نقاوى
6559;نقاوة ;نقاوة ;اسم; نقا; نقا
6560;نقاية ;نقاية ;اسم; نقايا; نقايا
6561;نقو ;نقو ;اسم; أنقاء; أنقاء
6562;نقى ;نقى ;اسم; أنقاء; أنقاء
6563;أنكب ;أنكب ;اسم; نكب; نكب
6564;منكب ;منكب ;اسم; مناكب; مناكب
6565;نكباء ;نكباء ;اسم; نكب; نكب
6566;نكب ;نكب ;اسم; نكوب; نكوب
6567;نكبة ;نكبة ;اسم; نكبات; نكبات
6568;نكبة ;نكبة ;اسم; نكب; نكب
6569;نكث ;نكث ;اسم; أنكاث; أنكاث
6570;نكد ;نكد ;اسم; نكاد; نكاد
6571;منكور ;منكور ;اسم; مناكير; مناكير
