ID;WORD;VOCALIZED;WORD_TYPE;ANTO_SET;ANTO_SET_VOCALIZED
8409;نكران(الجميل);نُكْرَان(الجَمِيل);اسم;"عرفان(الجميل)";"عِرْفَان(الجَمِيلِ)"
8410;نكرة;نَكِرَة;اسم;"معرفة";"مَعْرِفَة"
8411;نكس;نَكَّسَ;فعل;"رفع";"رَفَعَ"
8412;نكس(رأسه);نَكَسَ(رَأْسَهُ);فعل;"رفع";"رَفَعَ"
8413;نكس(من الرجال);نَكْس(مِنَ الرِجَالِ);اسم;"مقدام;شجاع;";"مِقْدَام;شُجَاع;"
8414;نكص;نُكْص;اسم;"إقدام;إسراع;";"إِقْدَام;إِسْرَاع;"
8415;نكص(عن الأمر);نَكَصَ(عَنِ الأَمْرِ);فعل;"أقدم;أسرع;";"أَقْدَمَ;أَسْرَعَ;"
8416;نكوص;نُكُوص;اسم;"إقدام";"إِقْدَام"
8417;نهى;نَهَى;فعل;"أمر";"أَمَرَ"
8418;نهار;نَهَار;اسم;"ليل";"لَيْل"
8419;نهاية;نِهَايَة;اسم;"بداية;بدء;";"بِدَايَة;بَدْء;"
8420;نهب;نَهَبَ;فعل;"ردّ;أرجع;";"رَدَّ;أَرْجَعَ;"
8421;نهج;نَهَجَ;فعل;"تخبّط";"تَخَبَّطَ"
8422;نهج;نَهْج;اسم;"سير على غير هدى";"سَيْر عَلى غَيْرِ هُدًى"
8423;نهج(الأمر);نَهَجَ(الأَمْرَ);فعل;"أغمض;أبهم;";"أَغْمَضَ;أَبْهَمَ;"
8424;نهض;نَهَضَ;فعل;"برك;قعد;جلس";"بَرَكَ;قَعَدَ;جَلَسَ"
8425;نهض(بالحمل);نَهَضَ(بِالحَمْلِ);فعل;"رزح(تحته)";"رَزَحَ(تَحْتَهُ)"
8426;نهضة;نَهْضَة;اسم;"انحطاط";"انْحِطَاط"
8427;نهل;نَهِلَ;فعل;"ظمىء";"ظَمِىءَ"
8428;نهل;نَهْل;اسم;"ظمأ";"ظَمَأ"
8429;نهلان;نَهْلاَن;اسم;"ظمآن";"ظَمْآن"
8430;نهوض;نُهُوض;اسم;"بروك;قعود;جلوس";"بُرُوك;قُعُود;جُلُوس"
8431;نهي;نَهْي;اسم;"أمر";"أَمْر"
8432;نوء;نَوْء;اسم;"نهوض";"نُهُوض"
8433;نوى;نَوَى;اسم;"قرب";"قُرْب"
8434;نوى(المسافر);نَوَى(المُسَافِرُ);فعل;"قرب";"قَرُبُ"
8435;نواح;نَوَاح;اسم;"شدو";"شَدْو"
8436;نوال;نَوَال;اسم;"أخذ";"أَخْذ"
8437;نوح;نَوْح;اسم;"شدو";"شَدْو"
8438;نور;نُور;اسم;"ظلام;ديجور;";"ظَلاَم;دَيْجُور;"
8439;نور;نَوَّرَ;فعل;"أظلم";"أَظْلَمَ"
8440;نور(المصباح);نَوَّرَ(المِصْبَاحَ);فعل;"أطفأ";"أَطْفَأَ"
8441;نول;نَوَّلَ;فعل;"أخذ";"أَخَذَ"
8442;نوم;نَوْم;اسم;"أرق;سهر;سهاد;يقظة;غفو;استيقاظ";"أَرَق;سَهَر;سُهَاد;يَقَظَة;غَفْو;اسْتِيقَاظ"
8443;نوه(به);نَوَّهَ(بِهِ);فعل;"ندّد";"نَدَّدَ"
8444;نيء;نَيْء;اسم;"ناضج;مطبوخ;";"نَاضِج;مَطْبُوخ;"
8445;هاء (به);هَاءَ (بِهِ);فعل;"حزن";"حَزِنَ"
8446;هائج;هَائِج;اسم;"ساكن;هادئ;";"سَاكِن;هَادِئ;"
8447;هائر;هَائِر;اسم;"قويّ";"قَوِيّ"
8448;هائع;هَائِع;اسم;"شجاع";"شُجَاع"
8449;هائف;هَائِف;اسم;"مرتوي";"مُرْتَوِي"
8450;هائل;هَائِل;اسم;"مفرح";"مُفْرِح"
8451;هاب (الأمر);هَابَ (الأَمْرَ);فعل;"اطمأن (إليه);أقدم (عليه)";"اِطْمَأَنَ (إِلَيْهِ);أَقْدَمَ (عَلَيْهِ)"
8452;هابط;هَابِط;اسم;"مرتفع;عالي;صاعد;مرتقي;سمين";"مُرْتَفِع;عَالِي;صَاعِد;مُرْتَقِي;سَمِين"
8453;هاتر;هَاتَرَ;فعل;"مدح";"مَدَحَ"
8454;هاج (البحر);هَاجَ (البَحْرُ);فعل;"هدأ;سكن";"هَدَأَ;سَكَنَ"
8455;هاجى;هَاجَى;فعل;"مدح";"مَدَحَ"
8456;هاجر;هَاجَرَ;فعل;"استقرّ;مكث;حلّ;استوطن";"اِسْتَقَرَّ;مَكَثَ;حَلَّ;اِسْتَوْطَنَ"
8457;هاجرة;هَاجِرَة;اسم;"قرّ";"قَرٌّ"
8458;هاجم;هَاجَمَ;فعل;"تراجع;ارتدّ";"تَرَاجَعَ;اِرْتَدَّ"
8459;هادئ;هَادئ;اسم;"متحرك;مضطرب;مضج";"مُتَحَرِك;مُضْطَرَب;مُضِج"
8460;هادر;هَادِر;اسم;"ساكن;هادئ";"سَاكِن;هَادَئ"
8461;هادن;هَادَنَ;فعل;"قاتل";"قَاتَلَ"
8462;هار;هَارّ;اسم;"قويّ";"قَوِيّ"
8463;هارب;هَارِب;اسم;"مقبل";"مُقْبِل"
8464;هازل;هَازَلَ;فعل;"جدّ";"جَدَّ"
8465;هازل;هَازِل;اسم;"جادّ";"جَادّ"
8466;هازم;هَازِم;اسم;"مغلوب;مكسور";"مَغْلُوب;مَكْسُور"
8467;هاف;هَافَ;فعل;"ارتوى";"اِرْتَوَى"
8468;هالك;هَالِك;اسم;"ناجي";"نَاجِي"
8469;هال (الأمر);هَالَ (الأَمْرُ);فعل;"طمأن";"طَمْأَنَ"
8470;هام (به);هَامَ (بِهِ);فعل;"أبغض";"أَبْغَضَ"
8471;هامد;هَامِد;اسم;"متحرك;مشتعل";"مُتَحَرِك;مُشْتَعِل"
8472;هامز;هَامِز;اسم;"مدّاح";"مَدَّاح"
8473;هامس;هَامِس;اسم;"صارخ";"صَارِخ"
8474;هان;هَانَ;فعل;"عزّ;صعب";"عَزَّ;صَعُبَ"
8475;هبش (المال);هَبَّشَ (المَالَ);فعل;"فرّق";"فَرَّقَ"
8476;هبص;هَبْص;اسم;"فتور";"فُتُور"
8477;هبص;هَبَصَ;فعل;"فتر";"فَتَرَ"
8478;هبط;هَبَطَ;فعل;"صعد;ارتقى;ارتفع;علا";"صَعِدَ;اِرْتَقَى;اِرْتَفَعَ;عَلاَ"
8479;هبغ;هَبَغَ;فعل;"هجد";"هَجَدَ"
8480;هبكة;هُبْكَة;اسم;"ذكيّ";"ذَكِيّ"
8481;هبنق;هَبَنَّق;اسم;"طويل;ذكيّ";"طَوِيلُ;ذَكِيّ"
8482;هبنك;هَبَّنَك;اسم;"ذكيّ;ماهر;مصلح";"ذَكِيّ;مَاهِر;مُصْلِح"
8483;هبوط;هُبُوط;اسم;"صعود;ارتقاء;علوّ;رفعة";"صُعُود;اِرْتِقَاء;عُلُوّ;رِفْعَة"
8484;هبوغ;هُبُوغ;اسم;"هجود";"هُجُود"
8485;هبيت;هَبِيت;اسم;"شجاع";"شُجَاع"
8486;هبيط;هَبِيط;اسم;"سمين;بدين";"سَمِين;بَدِين"
8487;هت (في كلامه);هَتَّ (فِي كَلاَمِهِ);فعل;"أبطأ";"أَبْطَأَ"
8488;هتات;هَتَّات;اسم;"ثقيل;صموت";"ثَقِيل;صَمُوت"
8489;هتر;هَتَرَ;فعل;"حلم";"حَلُمَ"
8490;هتر;هَتْر;اسم;"حلم";"حِلْم"
8491;هتك (العرض);هَتَكَ (العِرْضَ);فعل;"صان";"صَانَ"
8492;هتون (من الدمع);هَتُون (مِنَ الدَمْعِ);اسم;"منحبس";"مُنْحَبِس"
8493;هث;هَثَّ;فعل;"صدق";"صَدَقَ"
8494;هثاث;هَثَّاث;اسم;"صادق";"صَادِق"
8495;هثهاث (من الرجال);هَثْهَاث (مِنَ الرِّجَالِ);اسم;"صادق";"صَادِق"
8496;هجا;هَجَا;فعل;"مدح";"مَدَحَ"
8497;هجاء;هِجَاء;اسم;"مدح;تقريظ";"مَدْح;تَقْرِيظ"
8498;هجأة;هُجْأَة;اسم;"عاقل;ذكيّ";"عَاقِل;ذَكِيّ"
8499;هجام;هَجَّام;اسم;"ضعيف;جبان";"ضَعِيف;جَبَان"
8500;هج -ت(عينه);هَجَّ -ت(عَيْنُهُ);فعل;"جحظ -ت";"جَحَظَ -ت"
8501;هجج (النار);هَجَّجَ (النَّارَ);فعل;"أطفأ";"أَطْفَأَ"
8502;هجد;هَجَدَ;فعل;"هبغ";"هَبَغَ"
8503;هجر;هَجَرَ;فعل;"سكن";"سَكَنَ"
8504;هجر;هَجْر;اسم;"وصال;وصل";"وِصَال;وَصْل"
8505;هجر (المكان);هَجَرَ (المَكَانَ);فعل;"أقام (فيه)";"أَقَامَ (فِيهِ)"
8506;هجران;هِجْرَان;اسم;"وصال;وصل";"وِصَال;وَصْل"
8507;هجرة;هِجْرَة;اسم;"إقامة;استيطان";"إِقَامَة;اِسْتِيطَان"
8508;هجرع;هَجْرَع;اسم;"عاقل;ذكيّ";"عَاقِل;ذَكِيّ"
8509;هجع;هَجَعَ;فعل;"هبغ";"هَبَغَ"
8510;هجع;هَجِع;اسم;"عاقل";"عَاقِل"
8511;هجعة;هَجْعَة;اسم;"يقظة";"يَقْظَة"
8512;هجل;هَجَّلَ;فعل;"مدح";"مَدَحَ"
8513;هجم;هَجَمَ;فعل;"تراجع";"تَرَاجَعَ"
8514;هجعة;هَجْعَة;اسم;"تراج";"تَرَاجُ"
8515;هجهاج;هَجْهَاج;اسم;"عاقل";"عَاقِل"
8516;هجود;هُجُود;اسم;"هبوغ";"هُبُوغ"
8517;هجع;هُجُع;اسم;"هبوغ";"هُبُوغ"
8518;هجوم;هُجُوم;اسم;"تراجع";"تَرَاجُع"
8519;هجير;هَجِير;اسم;"قرّ";"قَرّ"
8520;هجيرة;هَجِيرَة;اسم;"قرّ";"قَرّ"
8521;هد;هَدّ;اسم;"بناء;تشييد";"بِنَاء;تَشْيِيد"
8522;هد (البناء);هَدَّ (البِنَاءَ);فعل;"بنى;شيّد";"بَنَى;شَيَّدَ"
8523;هد (من الرجال);هِدّ (مِنَ الرِّجَالِ);اسم;"شجاع";"شُجَاع"
8524;هدأ;هَدَأَ;فعل;"تحرّك;اضظرب;ضجّ";"تَحَرَّكَ;اِضْظَرَبَ;ضَجَّ"
8525;هدأ (الروع);هَدَّأَ (الرَّوْعَ);فعل;"أقلق;هيّج";"أَقْلَقَ;هَيَّجَ"
8526;هدى;هَدَى;فعل;"ضلّل";"ضَلَّلَ"
8527;هدى;هُدَى;اسم;"ضلال;ضلالة";"ضَلاَل;ضَلاَلَة"
8528;هدأة;هَدْأَة;اسم;"حركة";"حَرَكَة"
8529;هداية;هِدَايَة;اسم;"ضلال;مضلّة";"ضَلاَل;مَضَلَّة"
8530;هدب;هُدُبٌّ;اسم;"فطن";"فَطِنٌ"
8531;هدد;هَدَّدَ;فعل;"طمأن";"طَمْأَنَ"
8532;هدر;هَدَرَ;فعل;"سكن;هدأ";"سَكَنَ;هَدَأَ"
8533;هدر (المال);هَدَرَ (المَالَ);فعل;"حرص (عليه)";"حَرِصَ (عَلَيْهِ)"
8534;هدك (البناء);هَدَكَ (البِنَاءَ);فعل;"شيّد";"شَيَّدَ"
8535;هدك;هَدْك;اسم;"تشييد";"تَشْيِيد"
8536;هدم;هَدْم;اسم;"تشييد;بناء";"تَشْيِيد;بِنَاء"
8537;هدم;هَدَمَ;فعل;"شيّد;بنى";"شَيَّدَ;بَنَى"
8538;هدم;هَدَّمَ;فعل;"شيّد;بنى";"شَيَّدَ;بَنَى"
8539;هدوء;هُدُوء;اسم;"تحرّك;اضطراب;ضجّة";"تَحَرُّك;اِضْطِرَاب;ضَجَّة"
8540;هدير;هَدِير;اسم;"سكون;هدوء";"سُكُون;هُدُوء"
8541;هذام;هُذَام;اسم;"جبان";"جَبَان"
8542;هذب (الشيء);هَذَبَ (الشيءَ);فعل;"أفسد";"أَفْسَدَ"
8543;هذب;هَذَّبَ;فعل;"أفسد";"أَفْسَدَ"
8544;هذب (من الخيل);هَذِب (مِنَ الخَيْلِ);اسم;"بطيء";"بَطِيء"
8545;هذف;هَذَفَ;فعل;"أبطأ";"أَبْطَأَ"
8546;هذوف;هُذُوف;اسم;"بطء";"بُطْء"
8547;هرب;هَرَبَ;فعل;"أقبل;كرّ";"أَقْبَلَ;كَرَّ"
8548;هرب;هَرَبَ;فعل;"كرّ";"كَرّ"
8549;هرج;هَرَّجَ;فعل;"جدّ";"جَدَّ"
8550;هرج;هِرْج;اسم;"عاقل;قويّ";"عَاقِل;قَوِيّ"
8551;هردب;هِرْدَبّ;اسم;"شجاع";"شُجَاع"
8552;هرش (بين الناس);هَرَّشَ (بَيْنَ النَّاسِ);فعل;"أصلح";"أَصْلَحَ"
8553;هرش;هَرِش;اسم;"حليم;عاقل";"حَلِيم;عَاقِل"
8554;هرط (العرض);هَرَطَ (العِرْضَ);فعل;"مدح";"مَدَحَ"
8555;هرطة;هِرْطَة;اسم;"شجاع;عاقل";"شُجَاع;عَاقِل"
8556;هرف;هَرَف;اسم;"ذمّ";"ذَمّ"
8557;هرم;هَرِم;اسم;"شابّ;فتيّ";"شَابّ;فَتِيّ"
8558;هرمس;هَرْمَسَ;فعل;"أشرق;هدأ";"أَشْرَقَ;هَدَأَ"
8559;هرمسة;هَرْمَسَة;اسم;"هدوء";"هُدُوء"
8560;هرول;هَرْوَلَ;فعل;"أبطأ";"أَبْطَأَ"
8561;هرولة;هَرْوَلَة;اسم;"إبطاء";"إِبْطَاء"
8562;هز (الشيء);هَزَّ (الشيءَ);فعل;"هدّأ";"هَدَّأَ"
8563;هزال;هُزَال;اسم;"سمنة;بدانة";"سِمْنَة;بَدَانَة"
8564;هزرف (في مشيه);هَزْرَفَ (فِي مَشْيِهِ);فعل;"تمهّل;أبطأ";"تَمَهَّلَ;أَبْطَأَ"
8565;هزرفة;هَزْرَفَة;اسم;"تمهّل";"تَمَهُّل"
8566;هزرفي;هَزْرُفِيّ;اسم;"هادئ";"هَادِئ"
8567;هزع;هَزَع;اسم;"سكون";"سُكُون"
8568;هزف;هَزَفَ;فعل;"ذمّ";"ذَمَّ"
8569;هزق;هَزِق;اسم;"رزين";"رَزِين"
8570;هزل;هَزْل;اسم;"جدّ;رصانة";"جِدّ;رَصَانَة"
8571;هزل (في كلامه);هَزَلَ (فِي كَلاَمِهِ);فعل;"جدّ";"جَدَّ"
8572;هزل;هَزُلَ;فعل;"سمن;بدن";"سَمُنَ;بَدُنَ"
8573;هزل;هَزِلَ;فعل;"سمن";"سَمِنَ"
8574;هزم;هُزِمَ;فعل;"غلب;انتصر;ظفر;فاز";"غَلَبَ;اِنْتَصَرَ;ظَفِرَ;فَازَ"
8575;هزهز (الشيء);هَزْهَزَ (الشَّيْءَ);فعل;"هدّأ;ثبّت";"هَدَّأَ;ثَبَّتَ"
8576;هزهزة;هَزْهَزَة;اسم;"ثبات";"ثَبَات"
8577;هزيل;هَزِيل;اسم;"سمين";"سَمِين"
8578;هزيمة;هَزِيمَة;اسم;"غلبة;انتصار";"غَلَبَة;اِنْتِصَار"
8579;هس;هَسٌّ;اسم;"بوح";"بَوْح"
8580;هس (الكلام);هَسَّ (الكَلاَمَ);فعل;"أظهر;باح (به)";"أَظْهَرَ;بَاحَ (بِهِ)"
8581;هسهس (الكلام);هَسْهَسَ (الكَلاَمَ);فعل;"باح (به);أذاع";"بَاحَ (بِهِ);أَذَاعَ"
8582;هش;هَشَّ;فعل;"عبس";"عَبَسَ"
8583;هش;هَشٌّ;اسم;"عابس";"عَابِس"
8584;هش (العود);هَشَّ (العُودُ);فعل;"صلب";"صَلُبَ"
8585;هشاشة;هَشَاشَة;اسم;"صلابة";"صَلاَبَة"
8586;هشام;هِشَام;اسم;"بخل";"بُخْل"
8587;هشش;هَشَّشَ;فعل;"استقوى";"اِسْتَقْوَى"
8588;هشم;هَشِم;اسم;"بخيل";"بَخِيل"
8589;هص;هَصٌّ;اسم;"رخو";"رَخْو"
8590;هضيم (البطن);هَضِيم (البَطْنِ);اسم;"أبجر";"أَبْجَر"
8591;هطل;هِطْل;اسم;"عاقل;فطن";"عَاقِل;فَطِن"
8592;هفاة (من الرجال);هَفَاة (مِنَ الرِّجَالِ);اسم;"ذكيّ";"ذَكِيّ"
8593;هقع;هَقِع;اسم;"مبذّر;مسرف";"مُبَذِّر;مُسْرِف"
8594;هقم;هَقِمَ;فعل;"شبع;أتخم";"شَبِعَ;أُتْخِمَ"
8595;هكعة;هُكَعَة;اسم;"عاقل;حليم";"عَاقِل;حَلِيم"
8596;هكم;هَكِم;اسم;"خيّر";"خَيِّر"
8597;هكوك;هَكَوَّك;اسم;"عفيف;قويّ;كريم";"عَفِيف;قَوِيّ;كَرِيم"
8598;هلاب;هَلاَّب;اسم;"مدّاح";"مَدَّاح"
8599;هلاع;هُلاَع;اسم;"شجاعة";"شَجَاعَة"
8600;هلاك;هَلاَك;اسم;"نجاة;نجاء;خلاص";"نَجَاة;نَجَاء;خَلاَص"
8601;هل (من الثياب);هَلّ (مِنَ الثيابِ);اسم;"سميك";"سَمِيك"
8602;هلى;هُلَّى;اسم;"ضيق (بعد فرج)";"ضِيق (بَعْدَ فَرَج)"
8603;هلع;هَلِعَ;فعل;"اطمأن";"اِطْمَأَنَ"
8604;هلع;هُلَع;اسم;"سخيّ";"سَخِيّ"
8605;هلع;هَلِعَ;اسم;"مسرور";"مَسْرُور"
8606;هلك;هَلَكَ;فعل;"نجا";"نَجَا"
8607;هلل;هَلَل;اسم;"اطمئنان";"اِطْمِئْنَان"
8608;هلوك;هَلُوك;اسم;"مرأة (عنيفة)";"مَرْأَة (عَنِيفَة)"
8609;هم;هَمٌّ;اسم;"فرح;سرور;حبور";"فَرَح;سُرُور;حُبُور"
8610;هم (الأمر);هَمَّ (الأَمْرُ);فعل;"أفرح;سرّ";"أَفْرَحَ;سَرَّ"
8611;هماز;هَمَّاز;اسم;"مدّاح";"مَدَّاح"
8612;همام;هُمَام;اسم;"جبان;بخيل;متقاعس";"جَبَان;بَخِيل;مُتَقَاعِس"
8613;همة;هِمَّة;اسم;"عجز;فتور;تقاعس";"عَجْز;فُتُور;تَقَاعُس"
8614;همج;هَمَجَ;فعل;"شبع;أتخم";"شَبِعَ;أُتْخِمَ"
8615;همج (من الناس);هَمَج (مَنَ النَّاسِ);اسم;"أفاضل";"أَفَاضِل"
8616;همجة;هَمَجَة;اسم;"حليم";"حَلِيم"
8617;همجي;هَمَجِيّ;اسم;"متمدّن";"مُتَمَدِّن"
8618;همد;هَمَدَ;فعل;"تحرّك";"تَحَرَّكَ"
8619;همد -ت(الأصوات);هَمَدَ -ت(الأَصْوَات);فعل;"ارتفع -ت";"اِرْتَفَعَ -ت"
8620;همد -ت(النار);هَمَدَ -ت(النَّارُ);فعل;"تأجّج -ت;توقّد -ت;اضطرم -ت";"تَأَجَّجَ -ت;تَوَقَّدَ -ت;اِضْطَرَمَ -ت"
8621;همرش;هَمْرَشَ;فعل;"سكن;هدأ";"سَكَنَ;هَدَأَ"
8622;همرشة;هَمْرَشَة;اسم;"سكون;هدوء";"سُكُون;هُدُوء"
8623;همز;هَمْز;اسم;"رصانة";"رَصَانَة"
8624;همزة;هُمَزَة;اسم;"مدّاح";"مَدَّاح"
8625;همس;هَمْس;اسم;"صراخ";"صُرَاخ"
8626;همس;هَمَسَ;فعل;"صرخ";"صَرَخَ"
8627;همسة;هَمْسَة;اسم;"صرخة";"صَرْخَة"
8628;همل (الشيء);هَمَلَ (الشَّيْءَ);فعل;"اهتمّ (به)";"اِهْتَمَّ (بِهِ)"
8629;همهام;هَمْهَام;اسم;"جبان;بخيل";"جَبَان;بَخِيل"
8630;همود;هُمُود;اسم;"اشتعال;تحرّك";"اِشْتِعَال;تَحَرُّك"
8631;هموع (من الدمع);هَمُوع (مِنَ الدَّمْعِ);اسم;"منحبس";"مُنْحَبِس"
8632;هميز;هَمِيز;اسم;"غبيّ;مغفل";"غَبِيّ;مُغَفَل"
8633;هنأ;هَنَّأَ;فعل;"عزّى";"عَزَّى"
8634;هناء;هَنَاء;اسم;"عزاء";"عَزَاء"
8635;هناءة;هَنَاءَة;اسم;"تعاسة";"تَعَاسَة"
8636;هنبثة;هَنْبَثَة;اسم;"نعمة";"نِعْمَة"
8637;هنبغ;هَنْبَغَ;فعل;"شبع;أتخم";"شَبِعَ;أُتْخِمَ"
8638;هبنغ;هُبْنُغ;اسم;"تخمة";"تُخْمَة"
8639;هنبغة;هَنْبَغَة;اسم;"شبع";"شَبَع"
8640;هنف;هَنَّفَ;فعل;"أبطأ;تمهّل";"أَبْطَأَ;تَمَهَّلَ"
8641;هوى;هَوَى;اسم;"بغض";"بُغْض"
8642;هوادة;هَوَادَة;اسم;"قساوة;خشونة";"قَسَاوَة;خَشُونَة"
8643;هواس;هَوَّاس;اسم;"جبان";"جَبَان"
8644;هوان;هَوَان;اسم;"إباء;عزّ;كرامة";"إِبَاء;عِزّ;كَرَامَة"
8645;هوج;هَوَج;اسم;"تعقّل";"تَعَقُّل"
8646;هوج;هَوِجَ;فعل;"عقل";"عَقَلَ"
8647;هوجل;هَوْجَل;اسم;"عاقل";"عَاقِل"
8648;هودك;هَوْدَك;اسم;"هزيل;ضعيف";"هَزِيل;ضَعِيف"
8649;هوس;هَوِسَ;فعل;"عقل";"عَقَلَ"
8650;هوس;هَوَس;اسم;"تعقّل;رصانة";"تَعَقُّل;رَصَانَة"
8651;هوع;هُوع;اسم;"محبّة;سخاء";"مَحَبَّة;سَخَاء"
8652;هوف;هُوف;اسم;"شجاع;حليم";"شُجَاع;حَلِيم"
